codigo_ibge,municipio,percentual_sem_internet,renda_mediana_per_capita
2905909,Campo Alegre de Lourdes - BA,32.0,450.0
2906006,Campo Formoso - BA,21.13,503.0
2906105,Canápolis - BA,25.37,500.0
2906204,Canarana - BA,22.45,466.67
2906303,Canavieiras - BA,34.74,600.0
2906402,Candeal - BA,25.84,600.0
2906501,Candeias - BA,19.93,606.0
2906600,Candiba - BA,23.24,604.0
2906709,Cândido Sales - BA,18.32,550.0
2906808,Cansanção - BA,21.52,484.8
2906824,Canudos - BA,28.6,533.33
2906857,Capela do Alto Alegre - BA,22.83,606.0
2906873,Capim Grosso - BA,20.17,606.0
2906899,Caraíbas - BA,25.17,600.0
2906907,Caravelas - BA,30.69,606.0
2907004,Cardeal da Silva - BA,21.07,475.0
2907103,Carinhanha - BA,29.45,465.0
2907202,Casa Nova - BA,26.32,592.0
2907301,Castro Alves - BA,21.02,605.5
2907400,Catolândia - BA,44.82,606.0
2907509,Catu - BA,19.81,650.0
2907558,Caturama - BA,26.53,482.4
2907608,Central - BA,32.45,525.0
2907707,Chorrochó - BA,27.07,502.5
2907806,Cícero Dantas - BA,31.1,606.0
2907905,Cipó - BA,18.65,567.0
2908002,Coaraci - BA,27.96,606.0
2908101,Cocos - BA,24.91,537.33
2908200,Conceição da Feira - BA,19.05,606.0
2908309,Conceição do Almeida - BA,17.83,666.67
2908408,Conceição do Coité - BA,15.32,606.0
2908507,Conceição do Jacuípe - BA,16.58,800.0
2908606,Conde - BA,26.39,462.33
2908705,Condeúba - BA,21.94,606.0
2908804,Contendas do Sincorá - BA,18.18,606.0
2908903,Coração de Maria - BA,19.58,700.0
2909000,Cordeiros - BA,21.07,703.0
2909109,Coribe - BA,27.59,500.0
2909208,Coronel João Sá - BA,35.57,537.33
2909307,Correntina - BA,28.63,616.67
2909406,Cotegipe - BA,37.89,484.8
2909505,Cravolândia - BA,29.34,537.33
2909604,Crisópolis - BA,28.5,453.0
2909703,Cristópolis - BA,30.22,600.0
2909802,Cruz das Almas - BA,14.1,780.0
2909901,Curaçá - BA,23.36,494.0
2910008,Dário Meira - BA,36.01,566.67
2910057,Dias d'Ávila - BA,11.57,650.0
2910107,Dom Basílio - BA,17.68,600.0
2910206,Dom Macedo Costa - BA,21.31,606.0
2910305,Elísio Medrado - BA,28.82,600.0
2910404,Encruzilhada - BA,29.12,470.67
2910503,Entre Rios - BA,20.76,600.0
2910602,Esplanada - BA,20.04,554.0
2910701,Euclides da Cunha - BA,27.64,600.0
2910727,Eunápolis - BA,11.64,833.33
2910750,Fátima - BA,27.57,537.33
2910776,Feira da Mata - BA,23.66,583.33
2910800,Feira de Santana - BA,11.0,775.0
2910859,Filadélfia - BA,38.03,525.0
2910909,Firmino Alves - BA,26.53,703.0
2911006,Floresta Azul - BA,28.22,606.0
2911105,Formosa do Rio Preto - BA,26.44,600.0
2911204,Gandu - BA,25.1,606.0
2911253,Gavião - BA,26.63,750.0
2911303,Gentio do Ouro - BA,20.4,575.0
2911402,Glória - BA,23.91,525.0
2911501,Gongogi - BA,35.03,604.0
2911600,Governador Mangabeira - BA,23.05,606.0
2911659,Guajeru - BA,15.68,625.0
2911709,Guanambi - BA,14.51,806.0
2911808,Guaratinga - BA,25.74,625.0
2911857,Heliópolis - BA,34.28,566.67
2911907,Iaçu - BA,26.73,600.0
2912004,Ibiassucê - BA,16.95,804.0
2912103,Ibicaraí - BA,27.01,666.67
2912202,Ibicoara - BA,10.47,606.0
2912301,Ibicuí - BA,24.13,670.67
2912400,Ibipeba - BA,31.35,550.0
2912509,Ibipitanga - BA,20.55,600.0
2912608,Ibiquera - BA,39.7,500.0
2912707,Ibirapitanga - BA,33.27,484.8
2912806,Ibirapuã - BA,27.21,808.0
2912905,Ibirataia - BA,27.92,606.0
2913002,Ibitiara - BA,25.71,600.0
2913101,Ibititá - BA,28.88,550.0
2913200,Ibotirama - BA,23.32,585.71
2913309,Ichu - BA,12.69,620.0
2913408,Igaporã - BA,20.44,650.0
2913457,Igrapiúna - BA,38.41,568.67
2913507,Iguaí - BA,33.69,600.0
2913606,Ilhéus - BA,16.08,800.0
2913705,Inhambupe - BA,21.73,600.0
2913804,Ipecaetá - BA,48.79,400.0
2913903,Ipiaú - BA,20.72,635.33
2914000,Ipirá - BA,28.03,578.5
2914109,Ipupiara - BA,27.06,606.0
2914208,Irajuba - BA,24.09,611.67
2914307,Iramaia - BA,25.35,503.0
2914406,Iraquara - BA,22.78,466.67
2914505,Irará - BA,21.19,639.67
2914604,Irecê - BA,15.1,800.0
2914653,Itabela - BA,19.97,606.0
2914703,Itaberaba - BA,23.36,706.0
2914802,Itabuna - BA,15.31,805.5
2914901,Itacaré - BA,22.66,687.43
2915007,Itaeté - BA,22.69,540.0
2915106,Itagi - BA,43.54,488.89
2915205,Itagibá - BA,20.95,700.0
2915304,Itagimirim - BA,19.86,625.0
2915353,Itaguaçu da Bahia - BA,30.09,537.33
2915403,Itaju do Colônia - BA,29.41,604.0
2915502,Itajuípe - BA,28.31,606.0
2915601,Itamaraju - BA,20.21,725.0
2915700,Itamari - BA,31.03,600.0
2915809,Itambé - BA,24.37,606.0
2915908,Itanagra - BA,30.19,537.33
2916005,Itanhém - BA,22.15,737.33
2916104,Itaparica - BA,23.05,603.0
2916203,Itapé - BA,31.08,606.0
2916302,Itapebi - BA,24.8,606.0
2916401,Itapetinga - BA,14.96,700.0
2916500,Itapicuru - BA,37.77,466.67
2916609,Itapitanga - BA,26.35,519.43
2916708,Itaquara - BA,35.09,433.33
2916807,Itarantim - BA,26.9,606.0
2916856,Itatim - BA,24.45,550.0
2916906,Itiruçu - BA,23.49,606.0
2917003,Itiúba - BA,31.36,466.67
2917102,Itororó - BA,21.33,606.0
2917201,Ituaçu - BA,17.18,558.4
2917300,Ituberá - BA,23.27,604.0
2917334,Iuiu - BA,35.42,500.0
2917359,Jaborandi - BA,27.13,453.0
2917409,Jacaraci - BA,18.6,630.0
2917508,Jacobina - BA,17.67,733.33
2917607,Jaguaquara - BA,21.82,602.0
2917706,Jaguarari - BA,28.49,620.0
2917805,Jaguaripe - BA,25.91,404.0
2917904,Jandaíra - BA,23.07,484.8
2918001,Jequié - BA,17.58,650.0
2918100,Jeremoabo - BA,26.74,541.33
2918209,Jiquiriçá - BA,21.79,551.5
2918308,Jitaúna - BA,29.0,603.0
2918357,João Dourado - BA,21.02,550.0
2918407,Juazeiro - BA,12.8,670.0
2918456,Jucuruçu - BA,23.46,606.0
2918506,Jussara - BA,33.21,500.0
2918555,Jussari - BA,34.33,640.0
2918605,Jussiape - BA,13.58,606.0
2918704,Lafaiete Coutinho - BA,21.16,700.0
2918753,Lagoa Real - BA,19.14,502.0
2918803,Laje - BA,24.15,500.0
2918902,Lajedão - BA,23.98,725.0
2919009,Lajedinho - BA,26.08,600.0
2919058,Lajedo do Tabocal - BA,27.61,606.0
2919108,Lamarão - BA,31.33,570.67
2919157,Lapão - BA,28.87,533.33
2919207,Lauro de Freitas - BA,8.45,1000.5
2919306,Lençóis - BA,21.49,660.0
2919405,Licínio de Almeida - BA,17.74,606.0
2919504,Livramento de Nossa Senhora - BA,17.27,606.0
2919553,Luís Eduardo Magalhães - BA,6.2,1025.0
2919603,Macajuba - BA,35.41,525.0
2919702,Macarani - BA,31.31,553.0
2919801,Macaúbas - BA,24.03,575.0
2919900,Macururé - BA,33.28,533.33
2919926,Madre de Deus - BA,11.9,700.0
2919959,Maetinga - BA,29.25,606.0
2920007,Maiquinique - BA,24.98,666.67
2920106,Mairi - BA,27.34,553.0
2920205,Malhada - BA,35.61,453.0
2920304,Malhada de Pedras - BA,18.47,606.0
2920403,Manoel Vitorino - BA,18.47,503.0
2920452,Mansidão - BA,33.98,475.0
2920502,Maracás - BA,21.48,606.0
2920601,Maragogipe - BA,28.37,500.0
2920700,Maraú - BA,21.37,700.0
2920809,Marcionílio Souza - BA,31.32,566.0
2920908,Mascote - BA,26.56,542.4
2921005,Mata de São João - BA,18.5,640.0
2921054,Matina - BA,23.34,564.8
2921104,Medeiros Neto - BA,19.9,625.0
2921203,Miguel Calmon - BA,32.26,533.33
2921302,Milagres - BA,27.5,600.0
2921401,Mirangaba - BA,36.48,432.0
2921450,Mirante - BA,23.16,500.0
2921500,Monte Santo - BA,32.76,475.0
2921609,Morpará - BA,30.27,450.0
2921708,Morro do Chapéu - BA,24.96,600.0
2921807,Mortugaba - BA,23.15,566.67
2921906,Mucugê - BA,18.1,681.0
2922003,Mucuri - BA,19.31,785.71
2922052,Mulungu do Morro - BA,31.11,462.4
2922102,Mundo Novo - BA,35.48,550.0
2922201,Muniz Ferreira - BA,21.79,633.33
2922250,Muquém do São Francisco - BA,26.61,500.0
2922300,Muritiba - BA,19.47,727.2
2922409,Mutuípe - BA,24.33,550.0
2922508,Nazaré - BA,21.04,604.0
2922607,Nilo Peçanha - BA,28.31,525.0
2922656,Nordestina - BA,38.05,465.5
2922706,Nova Canaã - BA,25.99,633.33
2922730,Nova Fátima - BA,19.89,700.0
2922755,Nova Ibiá - BA,30.52,604.0
2922805,Nova Itarana - BA,23.23,489.14
2922854,Nova Redenção - BA,30.87,556.0
2922904,Nova Soure - BA,36.12,450.0
2923001,Nova Viçosa - BA,23.5,606.0
2923035,Novo Horizonte - BA,13.26,500.0
2923050,Novo Triunfo - BA,37.15,454.0
2923100,Olindina - BA,28.3,500.0
2923209,Oliveira dos Brejinhos - BA,26.3,533.33
2923308,Ouriçangas - BA,34.77,566.67
2923357,Ourolândia - BA,32.08,466.67
2923407,Palmas de Monte Alto - BA,32.08,604.0
2923506,Palmeiras - BA,14.89,600.0
2923605,Paramirim - BA,20.53,704.0
2923704,Paratinga - BA,21.32,518.67
2923803,Paripiranga - BA,29.75,504.0
2923902,Pau Brasil - BA,29.96,600.0
2924009,Paulo Afonso - BA,14.46,700.0
2924058,Pé de Serra - BA,20.67,600.0
2924108,Pedrão - BA,29.97,564.8
2924207,Pedro Alexandre - BA,45.61,440.0
2924306,Piatã - BA,16.27,600.0
2924405,Pilão Arcado - BA,38.44,346.29
2924504,Pindaí - BA,21.62,606.0
2924603,Pindobaçu - BA,24.44,537.33
2924652,Pintadas - BA,24.8,622.4
2924678,Piraí do Norte - BA,34.87,400.0
2924702,Piripá - BA,20.45,600.0
2924801,Piritiba - BA,29.52,533.33
2924900,Planaltino - BA,33.57,600.0
2925006,Planalto - BA,21.94,602.4
2925105,Poções - BA,23.45,600.0
2925204,Pojuca - BA,18.51,666.67
2925253,Ponto Novo - BA,32.34,475.0
2925303,Porto Seguro - BA,12.02,840.0
2925402,Potiraguá - BA,19.65,674.86
2925501,Prado - BA,22.05,670.67
2925600,Presidente Dutra - BA,29.43,580.0
2925709,Presidente Jânio Quadros - BA,25.28,582.73
2925758,Presidente Tancredo Neves - BA,28.37,590.0
2925808,Queimadas - BA,30.14,450.0
2925907,Quijingue - BA,28.31,533.33
2925931,Quixabeira - BA,27.23,500.0
2925956,Rafael Jambeiro - BA,35.12,450.0
2926004,Remanso - BA,30.03,600.0
2926103,Retirolândia - BA,19.63,600.0
2926202,Riachão das Neves - BA,28.43,583.33
2926301,Riachão do Jacuípe - BA,21.93,644.0
2926400,Riacho de Santana - BA,24.14,537.33
2926509,Ribeira do Amparo - BA,19.04,482.4
2926608,Ribeira do Pombal - BA,21.26,606.0
2926657,Ribeirão do Largo - BA,31.43,550.0
2926707,Rio de Contas - BA,16.18,637.5
2926806,Rio do Antônio - BA,24.61,570.67
2926905,Rio do Pires - BA,18.03,584.8
2927002,Rio Real - BA,26.28,550.0
2927101,Rodelas - BA,19.95,500.0
2927200,Ruy Barbosa - BA,30.4,604.8
2927309,Salinas da Margarida - BA,17.34,453.0
2927408,Salvador - BA,11.68,887.5
2927507,Santa Bárbara - BA,27.32,544.8
2927606,Santa Brígida - BA,34.81,444.0
2927705,Santa Cruz Cabrália - BA,18.01,700.0
2927804,Santa Cruz da Vitória - BA,19.49,606.0
2927903,Santa Inês - BA,26.94,616.67
2928000,Santaluz - BA,20.18,570.67
2928059,Santa Luzia - BA,40.76,600.0
2928109,Santa Maria da Vitória - BA,24.57,606.0
2928208,Santana - BA,30.7,550.0
2928307,Santanópolis - BA,27.56,566.67
2928406,Santa Rita de Cássia - BA,29.56,537.33
2928505,Santa Terezinha - BA,30.84,550.0
2928604,Santo Amaro - BA,20.53,580.0
2928703,Santo Antônio de Jesus - BA,12.84,803.0
2928802,Santo Estêvão - BA,19.47,606.0
2928901,São Desidério - BA,25.35,642.4
2928950,São Domingos - BA,16.65,725.0
2929008,São Félix - BA,19.26,600.0
2929057,São Félix do Coribe - BA,15.35,650.0
2929107,São Felipe - BA,28.75,600.0
2929206,São Francisco do Conde - BA,15.07,553.0
2929255,São Gabriel - BA,30.62,533.33
2929305,São Gonçalo dos Campos - BA,17.02,633.33
2929354,São José da Vitória - BA,31.07,604.0
2929370,São José do Jacuípe - BA,23.75,562.33
2929404,São Miguel das Matas - BA,30.08,700.0
2929503,São Sebastião do Passé - BA,22.17,606.0
2929602,Sapeaçu - BA,22.47,606.0
2929701,Sátiro Dias - BA,22.08,500.0
2929750,Saubara - BA,27.09,570.67
2929800,Saúde - BA,31.86,606.0
2929909,Seabra - BA,22.42,606.0
2930006,Sebastião Laranjeiras - BA,18.11,560.0
2930105,Senhor do Bonfim - BA,19.53,606.0
2930154,Serra do Ramalho - BA,21.29,533.33
2930204,Sento Sé - BA,26.67,433.33
2930303,Serra Dourada - BA,24.03,550.0
2930402,Serra Preta - BA,23.44,600.0
2930501,Serrinha - BA,17.56,624.8
2930600,Serrolândia - BA,25.61,614.0
2930709,Simões Filho - BA,14.15,633.33
2930758,Sítio do Mato - BA,25.97,500.0
2930766,Sítio do Quinto - BA,33.71,478.0
2930774,Sobradinho - BA,18.56,600.0
2930808,Souto Soares - BA,28.15,484.8
2930907,Tabocas do Brejo Velho - BA,28.98,484.8
2931004,Tanhaçu - BA,18.76,533.33
2931053,Tanque Novo - BA,35.45,482.4
2931103,Tanquinho - BA,28.16,600.0
2931202,Taperoá - BA,28.31,566.67
2931301,Tapiramutá - BA,30.31,434.0
2931350,Teixeira de Freitas - BA,15.81,806.0
2931400,Teodoro Sampaio - BA,24.88,606.0
2931509,Teofilândia - BA,25.63,569.5
2931608,Teolândia - BA,30.57,600.0
2931707,Terra Nova - BA,25.28,606.0
2931806,Tremedal - BA,28.66,533.33
2931905,Tucano - BA,25.91,600.0
2932002,Uauá - BA,22.05,537.33
2932101,Ubaíra - BA,29.37,575.0
2932200,Ubaitaba - BA,26.39,606.0
2932309,Ubatã - BA,21.29,537.33
2932408,Uibaí - BA,26.25,637.33
2932457,Umburanas - BA,25.54,483.33
2932507,Una - BA,35.16,637.33
2932606,Urandi - BA,21.9,710.0
2932705,Uruçuca - BA,25.29,675.0
2932804,Utinga - BA,34.93,550.0
2932903,Valença - BA,22.42,646.29
2933000,Valente - BA,17.28,700.0
2933059,Várzea da Roça - BA,27.93,500.0
2933109,Várzea do Poço - BA,27.66,566.67
2933158,Várzea Nova - BA,26.16,575.0
2933174,Varzedo - BA,37.13,533.33
2933208,Vera Cruz - BA,22.29,606.0
2933257,Vereda - BA,17.39,606.0
2933307,Vitória da Conquista - BA,10.85,808.0
2933406,Wagner - BA,29.78,525.0
2933455,Wanderley - BA,26.71,600.0
2933505,Wenceslau Guimarães - BA,35.38,475.0
2933604,Xique-Xique - BA,30.28,537.33
3100104,Abadia dos Dourados - MG,28.95,1200.0
3100203,Abaeté - MG,21.79,1200.0
3100302,Abre Campo - MG,19.38,808.0
3100401,Acaiaca - MG,29.73,974.67
3100500,Açucena - MG,24.55,650.0
3100609,Água Boa - MG,35.59,675.0
3100708,Água Comprida - MG,12.17,1212.0
3100807,Aguanil - MG,19.11,1050.0
3100906,Águas Formosas - MG,26.63,750.0
3101003,Águas Vermelhas - MG,25.73,610.0
3101102,Aimorés - MG,13.98,942.4
3101201,Aiuruoca - MG,19.53,1212.0
3101300,Alagoa - MG,28.71,1106.0
3101409,Albertina - MG,20.37,1000.0
3101508,Além Paraíba - MG,13.61,956.0
3101607,Alfenas - MG,11.29,1212.0
3101631,Alfredo Vasconcelos - MG,12.3,904.0
3101706,Almenara - MG,26.65,756.0
3101805,Alpercata - MG,17.33,900.0
3101904,Alpinópolis - MG,13.81,1130.29
3102001,Alterosa - MG,21.15,1000.0
3102050,Alto Caparaó - MG,14.39,937.33
3102100,Alto Rio Doce - MG,32.63,762.4
3102209,Alvarenga - MG,19.65,803.0
3102308,Alvinópolis - MG,22.75,1000.0
3102407,Alvorada de Minas - MG,32.48,606.0
3102506,Amparo do Serra - MG,25.0,881.0
3102605,Andradas - MG,13.3,1296.67
3102704,Cachoeira de Pajeú - MG,35.42,571.43
3102803,Andrelândia - MG,25.36,884.8
3102852,Angelândia - MG,16.94,736.0
3102902,Antônio Carlos - MG,25.58,1000.0
3103009,Antônio Dias - MG,25.3,808.0
3103108,Antônio Prado de Minas - MG,22.2,1150.0
3103207,Araçaí - MG,28.12,866.67
3103306,Aracitaba - MG,24.85,937.5
3103405,Araçuaí - MG,26.22,800.0
3103504,Araguari - MG,11.99,1212.0
3103603,Arantina - MG,14.39,950.0
3103702,Araponga - MG,31.11,670.67
3103751,Araporã - MG,9.24,1212.0
3103801,Arapuá - MG,18.66,1266.67
3103900,Araújos - MG,16.75,1212.0
3104007,Araxá - MG,7.76,1300.0
3104106,Arceburgo - MG,12.37,1200.0
3104205,Arcos - MG,11.63,1200.0
3104304,Areado - MG,18.2,1004.0
3104403,Argirita - MG,22.95,850.0
3104452,Aricanduva - MG,32.42,737.33
3104502,Arinos - MG,21.44,800.0
3104601,Astolfo Dutra - MG,14.05,1006.0
3104700,Ataléia - MG,30.09,650.0
3104809,Augusto de Lima - MG,23.2,806.0
3104908,Baependi - MG,21.9,980.0
3105004,Baldim - MG,23.79,906.0
3105103,Bambuí - MG,16.97,1200.0
3105202,Bandeira - MG,28.41,705.0
3105301,Bandeira do Sul - MG,15.7,1204.0
3105400,Barão de Cocais - MG,14.98,1160.67
3105509,Barão do Monte Alto - MG,19.14,808.0
3105608,Barbacena - MG,14.85,1106.0
3105707,Barra Longa - MG,26.64,942.4
3105905,Barroso - MG,16.25,870.67
3106002,Bela Vista de Minas - MG,18.32,956.0
3106101,Belmiro Braga - MG,16.55,937.33
3106200,Belo Horizonte - MG,8.27,1441.0
3106309,Belo Oriente - MG,12.1,750.0
3106408,Belo Vale - MG,28.77,1000.0
3106507,Berilo - MG,27.8,742.4
3106606,Bertópolis - MG,42.78,600.0
3106655,Berizal - MG,28.77,606.0
3106705,Betim - MG,9.63,1070.67
3106804,Bias Fortes - MG,43.45,793.5
3106903,Bicas - MG,14.91,1061.2
3107000,Biquinhas - MG,21.42,1070.67
3107109,Boa Esperança - MG,16.04,1000.0
3107208,Bocaina de Minas - MG,14.97,1033.33
3107307,Bocaiúva - MG,21.32,800.0
3107406,Bom Despacho - MG,11.99,1213.0
3107505,Bom Jardim de Minas - MG,21.18,928.0
3107604,Bom Jesus da Penha - MG,20.74,1154.0
3107703,Bom Jesus do Amparo - MG,22.72,870.67
3107802,Bom Jesus do Galho - MG,23.18,808.0
3107901,Bom Repouso - MG,19.68,1000.0
3108008,Bom Sucesso - MG,22.78,981.0
3108107,Bonfim - MG,25.7,1053.0
3108206,Bonfinópolis de Minas - MG,21.09,1173.0
3108255,Bonito de Minas - MG,51.96,540.5
3108305,Borda da Mata - MG,15.23,1212.0
3108404,Botelhos - MG,21.25,1166.67
3108503,Botumirim - MG,36.32,604.0
3108552,Brasilândia de Minas - MG,14.99,928.62
3108602,Brasília de Minas - MG,25.53,650.0
3108701,Brás Pires - MG,28.48,808.0
3108800,Braúnas - MG,23.86,606.0
3108909,Brazópolis - MG,15.24,943.75
3109006,Brumadinho - MG,12.27,1333.33
3109105,Bueno Brandão - MG,14.76,1202.0
3109204,Buenópolis - MG,18.46,805.0
3109253,Bugre - MG,8.69,606.0
3109303,Buritis - MG,21.23,808.0
3109402,Buritizeiro - MG,18.09,727.2
3109451,Cabeceira Grande - MG,15.56,1056.0
3109501,Cabo Verde - MG,22.11,1076.0
3109600,Cachoeira da Prata - MG,15.67,1170.67
3109709,Cachoeira de Minas - MG,18.67,1070.67
3109808,Cachoeira Dourada - MG,16.26,1212.0
3109907,Caetanópolis - MG,16.94,1000.0
3110004,Caeté - MG,16.87,969.6
3110103,Caiana - MG,20.55,765.5
3110202,Cajuri - MG,21.56,806.0
3110301,Caldas - MG,18.63,1200.0
3110400,Camacho - MG,27.69,928.0
3110509,Camanducaia - MG,14.89,1200.0
3110608,Cambuí - MG,10.87,1250.0
3110707,Cambuquira - MG,17.18,1003.0
3110806,Campanário - MG,26.03,792.57
3110905,Campanha - MG,16.11,1100.0
3111002,Campestre - MG,25.33,1104.0
3111101,Campina Verde - MG,19.64,1212.0
3111150,Campo Azul - MG,33.31,640.0
3111200,Campo Belo - MG,15.86,1104.0
3111309,Campo do Meio - MG,19.87,900.0
3111408,Campo Florido - MG,11.7,1067.33
3111507,Campos Altos - MG,15.92,1009.75
3111606,Campos Gerais - MG,21.03,904.0
3111705,Canaã - MG,25.1,808.0
3111804,Canápolis - MG,14.17,1075.0
3111903,Cana Verde - MG,22.21,909.0
3112000,Candeias - MG,22.9,1056.0
3112059,Cantagalo - MG,26.39,700.0
3112109,Caparaó - MG,21.27,808.0
3112208,Capela Nova - MG,27.74,808.0
3112307,Capelinha - MG,17.74,853.0
3112406,Capetinga - MG,19.55,1000.0
3112505,Capim Branco - MG,19.02,1000.0
3112604,Capinópolis - MG,16.27,1100.0
3112653,Capitão Andrade - MG,16.69,875.0
3112703,Capitão Enéas - MG,25.3,682.4
3112802,Capitólio - MG,7.52,1225.0
3112901,Caputira - MG,15.6,808.0
3113008,Caraí - MG,37.37,503.0
3113107,Caranaíba - MG,22.16,820.0
3113206,Carandaí - MG,14.64,864.0
3113305,Carangola - MG,20.74,1000.0
3113404,Caratinga - MG,10.8,1004.0
3113503,Carbonita - MG,21.29,906.0
3113602,Careaçu - MG,16.59,1100.0
3113701,Carlos Chagas - MG,21.65,800.0
3113800,Carmésia - MG,22.64,903.0
3113909,Carmo da Cachoeira - MG,19.9,933.33
3114006,Carmo da Mata - MG,26.46,1200.0
3114105,Carmo de Minas - MG,18.79,844.8
3114204,Carmo do Cajuru - MG,16.74,1212.0
3114303,Carmo do Paranaíba - MG,16.17,1200.0
3114402,Carmo do Rio Claro - MG,17.25,1100.0
3114501,Carmópolis de Minas - MG,21.09,1141.33
3114550,Carneirinho - MG,11.65,1212.0
3114600,Carrancas - MG,23.07,1120.0
3114709,Carvalhópolis - MG,14.67,1212.0
3114808,Carvalhos - MG,26.26,900.0
3114907,Casa Grande - MG,19.87,974.67
3115003,Cascalho Rico - MG,16.64,1104.0
3115102,Cássia - MG,17.65,1100.0
3115201,Conceição da Barra de Minas - MG,25.38,956.75
3115300,Cataguases - MG,13.14,1053.0
3115359,Catas Altas - MG,14.99,1142.4
3115409,Catas Altas da Noruega - MG,32.78,756.0
3115458,Catuji - MG,27.06,606.0
3115474,Catuti - MG,27.22,604.0
3115508,Caxambu - MG,12.31,1075.0
3115607,Cedro do Abaeté - MG,32.07,1100.0
3115706,Central de Minas - MG,25.66,804.0
3115805,Centralina - MG,22.16,927.0
3115904,Chácara - MG,24.09,1000.0
3116001,Chalé - MG,14.55,800.0
3116100,Chapada do Norte - MG,30.62,822.67
3116159,Chapada Gaúcha - MG,18.54,750.0
3116209,Chiador - MG,29.29,933.33
3116308,Cipotânea - MG,37.51,625.0
3116407,Claraval - MG,13.85,1116.67
3116506,Claro dos Poções - MG,29.5,700.0
3116605,Cláudio - MG,14.54,1212.0
3116704,Coimbra - MG,22.03,1027.33
3116803,Coluna - MG,23.55,706.0
3116902,Comendador Gomes - MG,18.19,1208.8
3117009,Comercinho - MG,41.02,600.0
3117108,Conceição da Aparecida - MG,17.88,1000.0
3117207,Conceição das Pedras - MG,18.16,1000.0
3117306,Conceição das Alagoas - MG,13.82,925.0
3117405,Conceição de Ipanema - MG,17.31,906.0
3117504,Conceição do Mato Dentro - MG,30.35,920.0
3117603,Conceição do Pará - MG,15.19,1087.2
3117702,Conceição do Rio Verde - MG,20.57,808.0
3117801,Conceição dos Ouros - MG,12.0,1008.0
3117836,Cônego Marinho - MG,33.74,600.0
3117876,Confins - MG,13.82,1166.67
3117900,Congonhal - MG,17.42,1183.33
3118007,Congonhas - MG,10.15,1100.0
3118106,Congonhas do Norte - MG,40.19,766.67
3118205,Conquista - MG,15.66,1200.0
3118304,Conselheiro Lafaiete - MG,10.61,1212.0
3118403,Conselheiro Pena - MG,13.78,904.0
3118502,Consolação - MG,25.6,1087.43
3118601,Contagem - MG,10.04,1212.0
3118700,Coqueiral - MG,18.12,859.0
3118809,Coração de Jesus - MG,24.43,662.4
3118908,Cordisburgo - MG,22.87,904.0
3119005,Cordislândia - MG,24.24,808.0
3119104,Corinto - MG,23.12,753.0
3119203,Coroaci - MG,20.43,808.0
3119302,Coromandel - MG,18.79,1212.0
3119401,Coronel Fabriciano - MG,10.37,1059.0
3119500,Coronel Murta - MG,34.48,606.0
3119609,Coronel Pacheco - MG,19.76,825.0
3119708,Coronel Xavier Chaves - MG,21.24,1050.0
3119807,Córrego Danta - MG,24.39,1212.0
3119906,Córrego do Bom Jesus - MG,18.06,1212.0
3119955,Córrego Fundo - MG,18.35,1200.0
3120003,Córrego Novo - MG,29.16,720.0
3120102,Couto de Magalhães de Minas - MG,22.01,806.0
3120151,Crisólita - MG,39.42,600.0
3120201,Cristais - MG,16.57,1025.0
3120300,Cristália - MG,32.17,537.33
3120409,Cristiano Otoni - MG,17.77,775.0
3120508,Cristina - MG,17.05,933.33
3120607,Crucilândia - MG,30.72,1009.0
3120706,Cruzeiro da Fortaleza - MG,19.36,1133.33
